,match_id,game_mode
185,6434595215,19
186,6434595164,19
187,6434595160,19
188,6434595028,19
189,6434594972,19
190,6434594911,19
191,6434594811,13
192,6434594799,19
193,6434594658,13
194,6434594646,19
195,6434594629,13
196,6434594614,19
197,6434594599,19
198,6434594539,13
199,6434594490,19
200,6434594487,19
201,6434594472,19
202,6434594307,19
203,6434594245,13
204,6434594226,19
205,6434594216,13
206,6434594184,13
207,6434594049,19
208,6434594034,19
209,6434593991,19
210,6434593983,19
211,6434593917,19
212,6434593871,19
213,6434593834,19
214,6434593823,19
215,6434593682,19
216,6434593680,19
217,6434593556,19
218,6434593422,19
219,6434593328,19
220,6434593316,19
221,6434593292,1
222,6434593269,19
223,6434593267,19
224,6434593127,19
225,6434593087,19
226,6434593056,19
227,6434592980,13
228,6434592980,13
229,6434592950,13
230,6434592926,19
231,6434592911,1
232,6434592823,19
233,6434592786,19
234,6434592709,19
235,6434592706,19
236,6434592657,19
237,6434592629,19
238,6434592445,19
239,6434592302,1
240,6434592205,19
241,6434592204,19
242,6434592196,19
243,6434592183,13
244,6434592130,13
245,6434591937,1
246,6434591837,19
247,6434591783,19
248,6434591725,19
249,6434591723,19
250,6434591503,19
251,6434591464,19
252,6434591453,13
253,6434591413,19
254,6434591395,19
255,6434591381,19
256,6434591294,13
257,6434591255,19
258,6434591254,19
259,6434591251,19
260,6434591250,19
261,6434591248,19
262,6434591025,19
263,6434590992,13
264,6434590971,19
265,6434590888,13
266,6434590809,19
267,6434590748,19
268,6434590653,19
269,6434590641,13
270,6434590559,13
271,6434590552,19
272,6434590518,19
273,6434590484,19
274,6434590428,19
275,6434590425,23
276,6434590342,19
277,6434590318,19
278,6434590261,19
279,6434590236,19
280,6434590146,19
281,6434590117,19
282,6434590088,19
283,6434590066,13
284,6434589939,13
285,6434589934,19
286,6434589932,19
287,6434589863,19
288,6434589855,19
289,6434589807,19
290,6434589705,19
291,6434589630,19
292,6434589616,19
293,6434589589,19
294,6434589574,19
295,6434589251,19
296,6434589181,13
297,6434589123,22
298,6434589110,13
299,6434588938,19
300,6434588911,19
301,6434588872,13
302,6434588693,13
303,6434588519,19
304,6434588382,13
305,6434588364,19
306,6434588360,13
307,6434588322,19
308,6434588320,19
309,6434588248,19
310,6434588235,13
311,6434588195,19
312,6434588078,19
313,6434588074,19
314,6434587982,19
315,6434587947,19
316,6434587924,13
317,6434587719,19
318,6434587690,19
319,6434587681,22
320,6434587645,13
321,6434587625,23
322,6434587623,19
323,6434587597,19
324,6434587556,19
325,6434587551,19
326,6434587530,19
327,6434587469,19
328,6434587469,19
329,6434587432,19
330,6434587322,19
331,6434587306,19
332,6434587034,19
333,6434587022,13
334,6434587008,19
335,6434586968,19
336,6434586935,1
337,6434586926,13
338,6434586895,19
339,6434586841,19
340,6434586835,19
341,6434586766,1
342,6434586735,19
343,6434586729,22
344,6434586489,23
345,6434586474,13
346,6434586473,13
347,6434586448,13
348,6434586384,19
349,6434586382,19
350,6434586333,19
351,6434586239,19
352,6434586220,19
353,6434586146,13
354,6434586101,19
355,6434586080,19
356,6434586078,19
357,6434586076,19
358,6434586032,19
359,6434585958,13
360,6434585943,19
361,6434585904,19
362,6434585840,19
363,6434585811,22
364,6434585779,19
365,6434585726,19
366,6434585698,19
367,6434585688,13
368,6434585617,19
369,6434585605,23
370,6434585553,19
371,6434585542,19
372,6434585527,13
373,6434585487,22
374,6434585463,19
375,6434585411,19
376,6434585347,19
377,6434585346,19
378,6434585345,19
379,6434585344,19
380,6434585253,13
381,6434585240,19
382,6434585132,19
383,6434585085,19
384,6434585065,19
385,6434584997,19
386,6434584986,19
387,6434584960,13
388,6434584914,19
389,6434584911,19
390,6434584882,19
391,6434584799,19
392,6434584775,19
393,6434584760,13
394,6434584741,19
395,6434584639,19
396,6434584628,13
397,6434584613,19
398,6434584560,19
399,6434584496,19
400,6434584489,13
401,6434584478,19
402,6434584469,23
403,6434584446,19
404,6434584414,19
405,6434619196,13
406,6434618433,13
407,6434617400,19
408,6434617236,19
409,6434617127,13
410,6434616818,13
411,6434616716,19
412,6434616129,19
413,6434616113,19
414,6434615825,1
415,6434615754,19
416,6434615623,13
417,6434615603,19
418,6434615298,1
419,6434615126,19
420,6434614961,1
421,6434614853,1
422,6434614731,13
423,6434614623,1
424,6434614502,19
425,6434614288,19
426,6434614251,19
427,6434614219,19
428,6434614173,13
429,6434614021,1
430,6434614013,19
431,6434613910,19
432,6434613902,1
433,6434613899,19
434,6434613807,19
435,6434613675,13
436,6434613536,19
437,6434613471,13
438,6434613459,19
439,6434613278,19
440,6434613203,19
441,6434613187,13
442,6434613174,19
443,6434613155,13
444,6434613143,19
445,6434612954,19
446,6434612702,13
447,6434612520,19
448,6434612333,19
449,6434612260,13
450,6434612259,13
451,6434612221,19
452,6434612164,19
453,6434612083,13
454,6434611988,13
455,6434611749,19
456,6434611581,19
457,6434611525,19
458,6434611499,13
459,6434611478,19
460,6434611463,13
461,6434611447,19
462,6434611416,19
463,6434611241,19
464,6434611222,13
465,6434611202,19
466,6434611030,19
467,6434611006,13
468,6434610952,19
469,6434610929,19
470,6434610843,19
471,6434610626,19
472,6434610611,19
473,6434610551,19
474,6434610389,19
475,6434610385,19
476,6434610278,19
477,6434610225,19
478,6434609798,19
479,6434609769,19
480,6434609727,19
481,6434609691,1
482,6434609520,19
483,6434609406,13
484,6434609366,19
485,6434609336,19
486,6434609274,19
487,6434609263,13
488,6434609184,19
489,6434609168,13
490,6434609123,1
491,6434609010,19
492,6434608952,13
493,6434608735,19
494,6434608713,19
495,6434608670,13
496,6434608452,19
497,6434608246,1
498,6434608238,19
499,6434608174,19
500,6434608170,19
501,6434608068,13
502,6434607908,19
503,6434607906,19
504,6434607875,13
505,6434607875,13
506,6434607778,19
507,6434607747,13
508,6434607735,19
509,6434607679,19
510,6434607648,19
511,6434607612,19
512,6434607594,19
513,6434607583,13
514,6434607580,13
515,6434607353,19
516,6434607327,19
517,6434607205,19
518,6434607182,19
519,6434607132,19
520,6434607098,19
521,6434606868,19
522,6434606831,13
523,6434606793,19
524,6434606368,13
525,6434606326,19
526,6434606289,1
527,6434606264,19
528,6434606196,19
529,6434606145,13
530,6434606111,19
531,6434606042,19
532,6434605915,19
533,6434605873,19
534,6434605858,13
535,6434605850,19
536,6434605616,13
537,6434605494,19
538,6434605446,13
539,6434605296,19
540,6434605271,19
541,6434605245,13
542,6434605161,19
543,6434605134,13
544,6434605118,19
545,6434604944,19
546,6434604930,19
547,6434604832,19
548,6434604815,19
549,6434604811,19
550,6434604750,19
551,6434604694,13
552,6434604676,19
553,6434604663,13
554,6434604638,19
555,6434604514,13
556,6434604486,19
557,6434604467,1
558,6434604466,19
559,6434604441,19
560,6434604397,19
561,6434604377,19
562,6434604375,19
563,6434604328,19
564,6434604307,19
565,6434604288,19
566,6434604219,13
567,6434604135,19
568,6434604129,19
569,6434604069,19
570,6434604065,19
571,6434604054,19
572,6434604042,13
573,6434603966,19
574,6434603888,13
575,6434603880,19
576,6434603867,13
577,6434603843,19
578,6434603802,23
579,6434603780,13
580,6434603770,19
581,6434603728,19
582,6434603599,13
583,6434603590,19
584,6434603496,1
585,6434603376,19
586,6434603351,1
587,6434603348,19
588,6434603320,19
589,6434603317,1
590,6434603303,19
591,6434603263,19
592,6434603163,19
593,6434603076,19
594,6434603044,19
595,6434603031,19
596,6434603011,19
597,6434602994,13
598,6434602983,19
599,6434602886,19
600,6434602787,19
601,6434602664,19
602,6434602489,19
603,6434602359,19
604,6434602357,19
605,6434602357,19
606,6434602333,19
607,6434602329,19
608,6434602213,19
609,6434602169,19
610,6434602119,19
611,6434602116,23
612,6434602092,19
613,6434602027,13
614,6434601917,13
615,6434601916,13
616,6434601875,19
617,6434601868,19
618,6434601745,13
619,6434601685,19
620,6434601591,13
621,6434601558,19
622,6434601514,19
623,6434601485,19
624,6434601404,13
625,6434601402,13
626,6434601365,13
627,6434601263,19
628,6434601243,13
629,6434601227,19
630,6434601111,19
631,6434601106,19
632,6434600974,13
633,6434600965,13
634,6434600937,13
635,6434600905,19
636,6434600875,19
637,6434600782,13
638,6434600774,19
639,6434600753,19
640,6434600690,19
641,6434600675,13
642,6434600627,19
643,6434600614,19
644,6434600485,19
645,6434600471,19
646,6434600451,13
647,6434600425,22
648,6434600392,19
649,6434600360,19
650,6434600334,19
651,6434600211,1
652,6434600090,19
653,6434600063,19
654,6434599942,19
655,6434599910,23
656,6434599782,19
657,6434599758,19
658,6434599717,13
659,6434599713,13
660,6434599610,19
661,6434599583,19
662,6434599575,19
663,6434599570,13
664,6434599569,13
665,6434599490,19
666,6434599487,19
667,6434599431,23
668,6434599287,13
669,6434599272,19
670,6434599203,19
671,6434599062,19
672,6434599011,19
673,6434599006,19
674,6434598969,19
675,6434598958,19
676,6434598786,19
677,6434598753,19
678,6434598695,13
679,6434598682,19
680,6434598510,19
681,6434598505,19
682,6434598467,19
683,6434598441,19
684,6434598439,19
685,6434598364,13
686,6434598340,19
687,6434598307,19
688,6434598286,19
689,6434598176,19
690,6434598109,19
691,6434598093,13
692,6434598084,13
693,6434597964,19
694,6434597847,19
695,6434597788,19
696,6434597787,19
697,6434597761,19
698,6434597695,19
699,6434597687,13
700,6434597674,19
701,6434597600,13
702,6434597584,19
703,6434597535,19
704,6434597512,1
705,6434597512,1
706,6434597462,1
707,6434597442,19
708,6434597421,19
709,6434597418,19
710,6434597383,19
711,6434597382,19
712,6434597373,13
713,6434597273,13
714,6434597235,19
715,6434597167,19
716,6434597057,19
717,6434596999,19
718,6434596971,19
719,6434596951,13
720,6434596942,22
721,6434596936,19
722,6434596915,19
723,6434596885,13
724,6434596884,13
725,6434596849,19
726,6434596815,13
727,6434596811,13
728,6434596789,23
729,6434596689,19
730,6434596688,19
731,6434596676,19
732,6434596656,19
733,6434596583,19
734,6434596582,23
735,6434596576,19
736,6434596537,19
737,6434596479,19
738,6434596458,19
739,6434596452,19
740,6434596435,13
741,6434596385,19
742,6434596382,19
743,6434596326,1
744,6434596274,19
745,6434596147,19
746,6434596146,19
747,6434596093,19
748,6434596037,19
749,6434596030,23
750,6434595942,19
751,6434595878,19
752,6434595868,13
753,6434595854,19
754,6434595838,23
755,6434595670,22
756,6434595668,19
757,6434595579,13
758,6434595490,19
759,6434595466,19
760,6434595441,19
761,6434595430,22
762,6434595421,13
763,6434595399,19
764,6434595371,19
765,6434595367,22
766,6434595350,23
767,6434595341,19
768,6434595333,19
769,6434595297,19
770,6434595254,13
771,6434595215,19
772,6434595164,19
773,6434595160,19
774,6434595132,19
775,6434595028,19
776,6434594972,19
777,6434594933,23
778,6434594911,19
779,6434594900,23
780,6434594811,13
781,6434594799,19
782,6434594760,19
783,6434594658,13
784,6434594646,19
785,6434594629,13
786,6434594614,19
787,6434594611,4
788,6434594604,22
789,6434594599,19
790,6434594576,23
791,6434594539,13
792,6434594490,19
793,6434594487,19
794,6434594484,23
795,6434627363,13
796,6434626773,19
797,6434626408,19
798,6434626274,19
799,6434625593,1
800,6434625553,19
801,6434625343,19
802,6434625189,19
803,6434624478,13
804,6434624427,19
805,6434624414,1
806,6434624334,13
807,6434624267,19
808,6434623812,19
809,6434623805,19
810,6434623699,19
811,6434623662,19
812,6434623565,19
813,6434623533,19
814,6434623523,19
815,6434623434,13
816,6434622838,19
817,6434622801,13
818,6434622765,13
819,6434622593,19
820,6434622472,19
821,6434622141,19
822,6434622107,13
823,6434622098,19
824,6434622089,19
825,6434621866,19
826,6434621692,19
827,6434621664,1
828,6434621566,13
829,6434621331,19
830,6434621313,19
831,6434621250,19
832,6434621165,19
833,6434621134,19
834,6434621102,19
835,6434620858,19
836,6434620773,19
837,6434620766,13
838,6434620722,19
839,6434620651,19
840,6434620519,1
841,6434620306,19
842,6434620295,13
843,6434620252,19
844,6434620161,13
845,6434620141,13
846,6434620125,19
847,6434619930,19
848,6434619922,19
849,6434619823,13
850,6434619802,19
851,6434619637,19
852,6434619445,19
853,6434619410,19
854,6434619409,19
855,6434619327,1
856,6434619309,19
857,6434619211,19
858,6434619196,13
859,6434619046,19
860,6434619011,13
861,6434618985,19
862,6434618923,19
863,6434618835,19
864,6434618821,19
865,6434618806,19
866,6434618803,19
867,6434618771,19
868,6434618433,13
869,6434618318,19
870,6434618286,19
871,6434618236,13
872,6434618162,19
873,6434618059,19
874,6434617940,19
875,6434617855,19
876,6434617807,13
877,6434617608,19
878,6434617592,13
879,6434617520,1
880,6434617439,19
881,6434617400,19
882,6434617246,19
883,6434617236,19
884,6434617132,19
885,6434617127,13
886,6434616991,13
887,6434616987,13
888,6434616850,13
889,6434616837,19
890,6434616818,13
891,6434616716,19
892,6434616501,13
893,6434616454,19
894,6434616273,19
895,6434616273,19
896,6434616263,13
897,6434616129,19
898,6434616113,19
899,6434616031,19
900,6434615825,1
901,6434615800,19
902,6434615754,19
903,6434615734,19
904,6434615623,13
905,6434615603,19
906,6434615298,1
907,6434615175,13
908,6434615126,19
909,6434615080,19
910,6434614961,1
911,6434614858,13
912,6434614853,1
913,6434614731,13
914,6434614667,19
915,6434614623,1
916,6434614574,13
917,6434614502,19
918,6434614442,19
919,6434614321,19
920,6434614288,19
921,6434614251,19
922,6434614219,19
923,6434614196,19
924,6434614173,13
925,6434614118,19
926,6434614115,19
927,6434614021,1
928,6434614013,19
929,6434613910,19
930,6434613902,1
931,6434613899,19
932,6434613807,19
933,6434613776,19
934,6434613675,13
935,6434613674,13
936,6434613536,19
937,6434613473,13
938,6434613471,13
939,6434613459,19
940,6434613393,19
941,6434613278,19
942,6434613203,19
943,6434613197,19
944,6434613188,13
945,6434613187,13
946,6434613174,19
947,6434613155,13
948,6434613143,19
949,6434612954,19
950,6434612832,13
951,6434612702,13
952,6434612698,13
953,6434612546,23
954,6434612520,19
955,6434612333,19
956,6434612260,13
957,6434612259,13
958,6434612221,19
959,6434612166,19
960,6434612164,19
961,6434612083,13
962,6434611988,13
963,6434611987,13
964,6434611956,13
965,6434611914,19
966,6434611873,19
967,6434611772,19
968,6434611749,19
969,6434611615,13
970,6434611581,19
971,6434611573,19
972,6434611525,19
973,6434611499,13
974,6434611478,19
975,6434611463,13
976,6434611447,19
977,6434611416,19
978,6434611241,19
979,6434611222,13
980,6434611202,19
981,6434611030,19
982,6434611029,19
983,6434611006,13
984,6434610996,19
985,6434610952,19
986,6434610929,19
987,6434610870,23
988,6434610843,19
989,6434610747,19
990,6434610724,19
991,6434610708,13
992,6434610707,13
993,6434610626,19
994,6434610611,19
995,6434610611,19
996,6434610551,19
997,6434610545,19
998,6434610494,19
999,6434610389,19
1000,6434610385,19
1001,6434610296,19
1002,6434610290,13
1003,6434610278,19
1004,6434610225,19
1005,6434610203,19
1006,6434609801,19
1007,6434609800,19
1008,6434609798,19
1009,6434609769,19
1010,6434609761,19
1011,6434609758,23
1012,6434609727,19
1013,6434609691,1
1014,6434609641,22
1015,6434609542,19
1016,6434609520,19
1017,6434609444,19
1018,6434609406,13
1019,6434609366,19
1020,6434609336,19
1021,6434609274,19
1022,6434609263,13
1023,6434609251,19
1024,6434609236,19
1025,6434609184,19
1026,6434609168,13
1027,6434609123,1
1028,6434609010,19
1029,6434608964,19
1030,6434608957,13
1031,6434608952,13
1032,6434608946,19
1033,6434608928,19
1034,6434608832,13
1035,6434608735,19
1036,6434608713,19
1037,6434608679,19
1038,6434608670,13
1039,6434608452,19
1040,6434608246,1
1041,6434608238,19
1042,6434608174,19
1043,6434608170,19
1044,6434608068,13
1045,6434607999,19
1046,6434607908,19
1047,6434607906,19
1048,6434607875,13
1049,6434607778,19
1050,6434607747,13
1051,6434607735,19
1052,6434607679,19
1053,6434607648,19
1054,6434607612,19
1055,6434607594,19
1056,6434607583,13
1057,6434607580,13
1058,6434607537,19
1059,6434607505,19
1060,6434607353,19
1061,6434607327,19
1062,6434607205,19
1063,6434607182,19
1064,6434607150,22
1065,6434607132,19
1066,6434607098,19
1067,6434607005,19
1068,6434606947,19
1069,6434606888,23
1070,6434606868,19
1071,6434606831,13
1072,6434606816,19
1073,6434606793,19
1074,6434606671,13
1075,6434606611,22
1076,6434606489,3
1077,6434606454,23
1078,6434606368,13
1079,6434606326,19
1080,6434606304,19
1081,6434606295,19
1082,6434606289,1
1083,6434606264,19
1084,6434606196,19
1085,6434606145,13
1086,6434606111,19
1087,6434606043,19
1088,6434606042,19
1089,6434606032,13
1090,6434606024,19
1091,6434606011,13
1092,6434605915,19
1093,6434605886,22
1094,6434605873,19
1095,6434605873,19
1096,6434605858,13
1097,6434605850,19
1098,6434605732,23
1099,6434605726,13
1100,6434605698,19
1101,6434605616,13
1102,6434605494,19
1103,6434605453,22
1104,6434605446,13
1105,6434605443,13
1106,6434605366,22
1107,6434605319,19
1108,6434605296,19
1109,6434605271,19
1110,6434605245,13
1111,6434605161,19
1112,6434605136,13
1113,6434605134,13
1114,6434605118,19
1115,6434605109,19
1116,6434605021,19
1117,6434604944,19
1118,6434604930,19
1119,6434604832,19
1120,6434604815,19
1121,6434604811,19
1122,6434604797,13
1123,6434604796,13
1124,6434604750,19
1125,6434604731,19
1126,6434604711,13
1127,6434604705,19
1128,6434604696,19
1129,6434604694,13
1130,6434604676,19
1131,6434604663,13
1132,6434604638,19
1133,6434604581,23
1134,6434604514,13
1135,6434604486,19
1136,6434604467,1
1137,6434604466,19
1138,6434604441,19
1139,6434604410,19
1140,6434604397,19
1141,6434604377,19
1142,6434604375,19
1143,6434604361,19
1144,6434604344,19
1145,6434604328,19
1146,6434604313,19
1147,6434604307,19
1148,6434604288,19
1149,6434604230,23
1150,6434604219,13
1151,6434604135,19
1152,6434604129,19
1153,6434604069,19
1154,6434604065,19
1155,6434604054,19
1156,6434604042,13
1157,6434603966,19
1158,6434634493,13
1159,6434633974,19
1160,6434633796,19
1161,6434633763,19
1162,6434633579,19
1163,6434633342,19
1164,6434633204,19
1165,6434632816,19
1166,6434632742,13
1167,6434632700,19
1168,6434632476,1
1169,6434632275,13
1170,6434632113,19
1171,6434631856,19
1172,6434631792,19
1173,6434631766,19
1174,6434631738,19
1175,6434631583,19
1176,6434631567,19
1177,6434631435,19
1178,6434631381,19
1179,6434631161,13
1180,6434631128,13
1181,6434631020,13
1182,6434630848,19
1183,6434630760,13
1184,6434630613,19
1185,6434630489,1
1186,6434630447,19
1187,6434630385,13
1188,6434630201,19
1189,6434630143,13
1190,6434630040,19
1191,6434629923,13
1192,6434629794,19
1193,6434629768,13
1194,6434629766,13
1195,6434629743,19
1196,6434629630,19
1197,6434629476,19
1198,6434629343,19
1199,6434629302,19
1200,6434629301,19
1201,6434629205,13
1202,6434629186,13
1203,6434629066,13
1204,6434628990,13
1205,6434628845,19
1206,6434628802,1
1207,6434628794,19
1208,6434628786,19
1209,6434628698,19
1210,6434628616,13
1211,6434628594,19
1212,6434628571,19
1213,6434628560,13
1214,6434628518,19
1215,6434628442,19
1216,6434628300,19
1217,6434628256,19
1218,6434628245,19
1219,6434628242,13
1220,6434628229,19
1221,6434628192,19
1222,6434628157,19
1223,6434628055,19
1224,6434628006,19
1225,6434627997,19
1226,6434627923,19
1227,6434627674,13
1228,6434627659,19
1229,6434627656,19
1230,6434627375,19
1231,6434627363,13
1232,6434627344,19
1233,6434627228,19
1234,6434627128,19
1235,6434627124,19
1236,6434627118,19
1237,6434627085,19
1238,6434627045,19
1239,6434626974,19
1240,6434626944,19
1241,6434626937,19
1242,6434626892,19
1243,6434626867,13
1244,6434626843,13
1245,6434626773,19
1246,6434626596,19
1247,6434626408,19
1248,6434626274,19
1249,6434626003,19
1250,6434625943,13
1251,6434625593,1
1252,6434625587,19
1253,6434625553,19
1254,6434625388,19
1255,6434625361,19
1256,6434625359,19
1257,6434625343,19
1258,6434625343,19
1259,6434625265,19
1260,6434625189,19
1261,6434624973,19
1262,6434624900,19
1263,6434624704,19
1264,6434624478,13
1265,6434624427,19
1266,6434624414,1
1267,6434624347,19
1268,6434624334,13
1269,6434624323,19
1270,6434624294,19
1271,6434624267,19
1272,6434624173,19
1273,6434624135,19
1274,6434624126,19
1275,6434624065,19
1276,6434623980,13
1277,6434623812,19
1278,6434623805,19
1279,6434623699,19
1280,6434623697,19
1281,6434623662,19
1282,6434623565,19
1283,6434623533,19
1284,6434623523,19
1285,6434623434,13
1286,6434623074,13
1287,6434623053,19
1288,6434622954,13
1289,6434622952,13
1290,6434622838,19
1291,6434622801,13
1292,6434622765,13
1293,6434622720,19
1294,6434622593,19
1295,6434622472,19
1296,6434622308,19
1297,6434622171,22
1298,6434622141,19
1299,6434622107,13
1300,6434622098,19
1301,6434622089,19
1302,6434621894,19
1303,6434621866,19
1304,6434621768,19
1305,6434621692,19
1306,6434621675,13
1307,6434621664,1
1308,6434621566,13
1309,6434621394,19
1310,6434621331,19
1311,6434621313,19
1312,6434621299,13
1313,6434621250,19
1314,6434621181,23
1315,6434621165,19
1316,6434621134,19
1317,6434621102,19
1318,6434620858,19
1319,6434620773,19
1320,6434620766,13
1321,6434620722,19
1322,6434620689,13
1323,6434620651,19
1324,6434620519,1
1325,6434620306,19
1326,6434620295,13
1327,6434620252,19
1328,6434620161,13
1329,6434620141,13
1330,6434620125,19
1331,6434620124,19
1332,6434620062,19
1333,6434620001,13
1334,6434619964,13
1335,6434619930,19
1336,6434619922,19
1337,6434619823,13
1338,6434619813,13
1339,6434619802,19
1340,6434619702,23
1341,6434619674,1
1342,6434619638,19
1343,6434619637,19
1344,6434619573,19
1345,6434619445,19
1346,6434619410,19
1347,6434619409,19
1348,6434619327,1
1349,6434619309,19
1350,6434619241,19
1351,6434619211,19
1352,6434619196,13
1353,6434619083,13
1354,6434619046,19
1355,6434619011,13
1356,6434618985,19
1357,6434618923,19
1358,6434618923,19
1359,6434618835,19
1360,6434618821,19
1361,6434618806,19
1362,6434618803,19
1363,6434618771,19
1364,6434618711,19
1365,6434618638,13
1366,6434618601,13
1367,6434618599,13
1368,6434618494,13
1369,6434618433,13
1370,6434618359,19
1371,6434618318,19
1372,6434618286,19
1373,6434618236,13
1374,6434618166,19
1375,6434618162,19
1376,6434618138,19
1377,6434618111,19
1378,6434618110,19
1379,6434618059,19
1380,6434618049,22
1381,6434618018,19
1382,6434617994,19
1383,6434617940,19
1384,6434617855,19
1385,6434617807,13
1386,6434617798,19
1387,6434617608,19
1388,6434617592,13
1389,6434617575,23
1390,6434617520,1
1391,6434617485,19
1392,6434617439,19
1393,6434617400,19
1394,6434617246,19
1395,6434617236,19
1396,6434617178,19
1397,6434617132,19
1398,6434617127,13
1399,6434617095,19
1400,6434617088,19
1401,6434616991,13
1402,6434616987,13
1403,6434616941,19
1404,6434616901,19
1405,6434616850,13
1406,6434616837,19
1407,6434616818,13
1408,6434616798,19
1409,6434616716,19
1410,6434616636,19
1411,6434616501,13
1412,6434616454,19
1413,6434616347,19
1414,6434616316,23
1415,6434616273,19
1416,6434616263,13
1417,6434616129,19
1418,6434616113,19
1419,6434616031,19
1420,6434615850,19
1421,6434615825,1
1422,6434615800,19
1423,6434615754,19
1424,6434615734,19
1425,6434615649,13
1426,6434615623,13
1427,6434615603,19
1428,6434615437,19
1429,6434615298,1
1430,6434615175,13
1431,6434615126,19
1432,6434615080,19
1433,6434615057,22
1434,6434615048,19
1435,6434614961,1
1436,6434614929,19
1437,6434614879,19
1438,6434614858,13
1439,6434614853,1
1440,6434614762,19
1441,6434614731,13
1442,6434614667,19
1443,6434614644,19
1444,6434614623,1
1445,6434614574,13
1446,6434614502,19
1447,6434614471,22
1448,6434614442,19
1449,6434614412,19
1450,6434614393,13
1451,6434614321,19
1452,6434614293,19
1453,6434614288,19
1454,6434614251,19
1455,6434614219,19
1456,6434614196,19
1457,6434614173,13
1458,6434614173,13
1459,6434614167,19
1460,6434614118,19
1461,6434614115,19
1462,6434614089,22
1463,6434614021,1
1464,6434614013,19
1465,6434613910,19
1466,6434613909,1
1467,6434613902,1
1468,6434613899,19
1469,6434613807,19
1470,6434613776,19
1471,6434613767,19
1472,6434613675,13
1473,6434613674,13
1474,6434613536,19
1475,6434613473,13
1476,6434613471,13
1477,6434613459,19
1478,6434613458,19
1479,6434613409,19
1480,6434613393,19
1481,6434613386,23
1482,6434613321,19
1483,6434613278,19
1484,6434613238,19
1485,6434613203,19
1486,6434613197,19
1487,6434613188,13
1488,6434613187,13
1489,6434613174,19
1490,6434613155,13
1491,6434613143,19
1492,6434613106,19
1493,6434613008,1
1494,6434612954,19
1495,6434612832,13
1496,6434612702,13
1497,6434612698,13
