,match_id,start_time
111,6434290946,1645008978
112,6434290369,1645008984
113,6434290342,1645008968
114,6434290109,1645008969
115,6434304675,1645009713
116,6434301600,1645009559
117,6434300563,1645009506
118,6434300359,1645009485
119,6434298236,1645009387
120,6434297331,1645009346
121,6434296525,1645009273
122,6434308570,1645009910
123,6434306780,1645009823
124,6434304675,1645009713
125,6434304082,1645009652
126,6434303833,1645009667
127,6434303673,1645009661
128,6434303317,1645009646
129,6434319996,1645010464
130,6434318083,1645010382
131,6434316279,1645010293
132,6434314919,1645010220
133,6434314081,1645010185
134,6434313440,1645010148
135,6434312948,1645010128
136,6434312652,1645010102
137,6434310933,1645010024
138,6434310241,1645009993
139,6434320684,1645010506
140,6434319996,1645010464
141,6434318987,1645010422
142,6434318389,1645010386
143,6434318330,1645010391
144,6434318100,1645010380
145,6434318083,1645010382
146,6434316680,1645010313
147,6434316279,1645010293
148,6434315869,1645010272
149,6434315810,1645010267
150,6434333616,1645011121
151,6434331502,1645011018
152,6434331170,1645011013
153,6434330714,1645010991
154,6434330565,1645010982
155,6434330535,1645010981
156,6434327423,1645010832
157,6434333918,1645011141
158,6434333626,1645011105
159,6434333616,1645011121
160,6434333584,1645011126
161,6434333282,1645011106
162,6434347611,1645011763
163,6434345040,1645011649
164,6434343336,1645011573
165,6434342567,1645011536
166,6434340699,1645011457
167,6434340364,1645011437
168,6434340126,1645011427
169,6434340082,1645011426
170,6434352076,1645011949
171,6434350550,1645011903
172,6434348237,1645011779
173,6434347935,1645011785
174,6434347611,1645011763
175,6434347316,1645011754
176,6434357860,1645012219
177,6434357015,1645012182
178,6434356418,1645012157
179,6434355136,1645012089
180,6434354921,1645012068
181,6434354906,1645012094
182,6434373056,1645012898
183,6434368171,1645012680
184,6434366404,1645012592
185,6434366258,1645012597
186,6434365915,1645012581
187,6434365088,1645012544
188,6434364711,1645012519
189,6434363928,1645012498
190,6434363557,1645012467
191,6434363130,1645012457
192,6434362324,1645012426
193,6434373056,1645012898
194,6434372429,1645012856
195,6434370532,1645012773
196,6434369706,1645012747
197,6434369642,1645012742
198,6434368927,1645012670
199,6434368837,1645012700
200,6434384792,1645013393
201,6434384031,1645013353
202,6434381622,1645013260
203,6434381469,1645013250
204,6434380611,1645013206
205,6434380034,1645013182
206,6434379982,1645013187
207,6434378720,1645013140
208,6434377739,1645013098
209,6434377155,1645013072
210,6434376498,1645013047
211,6434375954,1645013018
212,6434391796,1645013684
213,6434388177,1645013528
214,6434386583,1645013456
215,6434386353,1645013450
216,6434384792,1645013393
217,6434384031,1645013353
218,6434383594,1645013326
219,6434383377,1645013301
220,6434383215,1645013317
221,6434381622,1645013260
222,6434395126,1645013812
223,6434392942,1645013719
224,6434392341,1645013703
225,6434391796,1645013684
226,6434391675,1645013669
227,6434391494,1645013672
228,6434390586,1645013632
229,6434404380,1645014180
230,6434403698,1645014149
231,6434400061,1645014020
232,6434396675,1645013870
233,6434409806,1645014413
234,6434408936,1645014372
235,6434406136,1645014243
236,6434405962,1645014248
237,6434405867,1645014253
238,6434405733,1645014243
239,6434405706,1645014236
240,6434404724,1645014191
241,6434404380,1645014180
242,6434404376,1645014186
243,6434403698,1645014149
244,6434418568,1645014750
245,6434418423,1645014756
246,6434418015,1645014744
247,6434417106,1645014713
248,6434414637,1645014610
249,6434412144,1645014506
250,6434411157,1645014470
251,6434426335,1645015076
252,6434424635,1645015005
253,6434423474,1645014962
254,6434422003,1645014895
255,6434421582,1645014869
256,6434420818,1645014853
257,6434420575,1645014839
258,6434419466,1645014801
259,6434418594,1645014761
260,6434418568,1645014750
261,6434418423,1645014756
262,6434429003,1645015178
263,6434427011,1645015070
264,6434440698,1645015619
265,6434438889,1645015525
266,6434437184,1645015486
267,6434435832,1645015439
268,6434434852,1645015397
269,6434447270,1645015853
270,6434446790,1645015852
271,6434444967,1645015779
272,6434444586,1645015754
273,6434444337,1645015755
274,6434444158,1645015742
275,6434443565,1645015727
276,6434442719,1645015693
277,6434442066,1645015656
278,6434440937,1645015608
279,6434440777,1645015610
280,6434453895,1645016116
281,6434453830,1645016115
282,6434453422,1645016091
283,6434453242,1645016084
284,6434451800,1645016035
285,6434451241,1645016017
286,6434450671,1645015998
287,6434449493,1645015930
288,6434449438,1645015944
289,6434464325,1645016491
290,6434461898,1645016423
291,6434461485,1645016407
292,6434459387,1645016328
293,6434458093,1645016265
294,6434457100,1645016245
295,6434469508,1645016696
296,6434468360,1645016660
297,6434467351,1645016623
298,6434464806,1645016529
299,6434464564,1645016505
300,6434464337,1645016514
301,6434464325,1645016491
302,6434480413,1645017083
303,6434478005,1645017000
304,6434477844,1645017001
305,6434476239,1645016945
306,6434475519,1645016912
307,6434475207,1645016902
308,6434474274,1645016871
309,6434474016,1645016851
310,6434473676,1645016847
311,6434471716,1645016769
312,6434486430,1645017301
313,6434486401,1645017307
314,6434482344,1645017152
315,6434481585,1645017135
316,6434480773,1645017089
317,6434492428,1645017503
318,6434491986,1645017503
319,6434491655,1645017495
320,6434491562,1645017463
321,6434499248,1645017762
322,6434499000,1645017757
323,6434498490,1645017731
324,6434517767,1645018430
325,6434511982,1645018228
326,6434511980,1645018228
327,6434511021,1645018186
328,6434510993,1645018181
329,6434509453,1645018139
330,6434508557,1645018104
331,6434507608,1645018057
332,6434507048,1645018027
333,6434517767,1645018430
334,6434516207,1645018373
335,6434514501,1645018316
336,6434527917,1645018787
337,6434527745,1645018782
338,6434522157,1645018585
339,6434521676,1645018570
340,6434533431,1645018974
341,6434533274,1645018958
342,6434532580,1645018947
343,6434532209,1645018936
344,6434545849,1645019403
345,6434541971,1645019252
346,6434538887,1645019164
347,6434538830,1645019156
348,6434552981,1645019652
349,6434548498,1645019495
350,6434548223,1645019476
351,6434547324,1645019454
352,6434547145,1645019438
353,6434547007,1645019445
354,6434546505,1645019423
355,6434589123,1645020893
356,6434587681,1645020841
357,6434586729,1645020812
358,6434585811,1645020786
359,6434585487,1645020770
360,6434600425,1645021277
361,6434596942,1645021163
362,6434595670,1645021117
363,6434595430,1645021106
364,6434595367,1645021107
365,6434594604,1645021080
366,6434609641,1645021578
367,6434607150,1645021500
368,6434606611,1645021484
369,6434605886,1645021464
370,6434605453,1645021442
371,6434605366,1645021434
372,6434622171,1645022016
373,6434618049,1645021877
374,6434615057,1645021774
375,6434614471,1645021754
376,6434614089,1645021742
377,6434629402,1645022260
378,6434627051,1645022183
379,6434623557,1645022053
380,6434623347,1645022053
381,6434622171,1645022016
382,6434620746,1645021970
383,6434641793,1645022690
384,6434640138,1645022632
385,6434638205,1645022565
386,6434636875,1645022514
387,6434635813,1645022477
388,6434635751,1645022476
389,6434644401,1645022778
390,6434666717,1645023561
391,6434654973,1645023144
392,6434650835,1645023002
393,6434666717,1645023561
394,6434662800,1645023423
395,6434662384,1645023398
396,6434660911,1645023352
397,6434659237,1645023290
398,6434659067,1645023295
399,6434659050,1645023279
400,6434673074,1645023758
401,6434671046,1645023715
402,6434668353,1645023621
403,6434667308,1645023584
404,6434682740,1645024114
405,6434681125,1645024061
406,6434680262,1645024035
407,6434680225,1645024014
408,6434676990,1645023921
409,6434675070,1645023849
410,6434674660,1645023840
411,6434684951,1645024180
412,6434683228,1645024114
413,6434683108,1645024125
414,6434697364,1645024609
415,6434696340,1645024589
416,6434695838,1645024573
417,6434695050,1645024542
418,6434693928,1645024502
419,6434692995,1645024469
420,6434691157,1645024402
421,6434701509,1645024771
422,6434700345,1645024728
423,6434699689,1645024699
424,6434698733,1645024672
425,6434697890,1645024605
426,6434713318,1645025184
427,6434712933,1645025167
428,6434709488,1645025049
429,6434708973,1645025034
430,6434707563,1645024987
431,6434706939,1645024962
432,6434721910,1645025501
433,6434720781,1645025459
434,6434718980,1645025392
435,6434717909,1645025355
436,6434715344,1645025262
437,6434713733,1645025209
438,6434713318,1645025184
439,6434730134,1645025800
440,6434729566,1645025779
441,6434727047,1645025662
442,6434723693,1645025567
443,6434723496,1645025551
444,6434723000,1645025536
445,6434738677,1645026105
446,6434738069,1645026095
447,6434737305,1645026063
448,6434734984,1645025981
449,6434734440,1645025955
450,6434734439,1645025952
451,6434734216,1645025945
452,6434732935,1645025904
453,6434732912,1645025904
454,6434731936,1645025852
455,6434730526,1645025811
456,6434730347,1645025810
457,6434730134,1645025800
458,6434730004,1645025791
459,6434744915,1645026338
460,6434743394,1645026266
461,6434742340,1645026241
462,6434742236,1645026242
463,6434742206,1645026230
464,6434742154,1645026240
465,6434742148,1645026234
466,6434740791,1645026190
467,6434740449,1645026179
468,6434740095,1645026168
469,6434739975,1645026158
470,6434738806,1645026101
471,6434738677,1645026105
472,6434738069,1645026095
473,6434748748,1645026488
474,6434748426,1645026441
475,6434748050,1645026462
476,6434747699,1645026451
477,6434746908,1645026421
478,6434761200,1645026956
479,6434760675,1645026929
480,6434756493,1645026779
481,6434756099,1645026758
482,6434770764,1645027312
483,6434768351,1645027214
484,6434768296,1645027219
485,6434766651,1645027157
486,6434764982,1645027097
487,6434764636,1645027085
488,6434778194,1645027585
489,6434778170,1645027587
490,6434777326,1645027535
491,6434776168,1645027498
492,6434773775,1645027421
493,6434773530,1645027420
494,6434788019,1645027955
495,6434786347,1645027890
496,6434784229,1645027813
497,6434784158,1645027813
498,6434784016,1645027809
499,6434783792,1645027797
500,6434783575,1645027782
501,6434783433,1645027777
502,6434799218,1645028378
503,6434796713,1645028285
504,6434795161,1645028228
505,6434793330,1645028157
506,6434793168,1645028151
507,6434791298,1645028082
508,6434790529,1645028050
509,6434789740,1645028021
510,6434788883,1645027959
511,6434805430,1645028628
512,6434799218,1645028378
513,6434799085,1645028372
514,6434799040,1645028374
515,6434798981,1645028373
516,6434811697,1645028844
517,6434810502,1645028818
518,6434807590,1645028706
519,6434807590,1645028706
520,6434807508,1645028703
521,6434807430,1645028688
522,6434807246,1645028674
523,6434822148,1645029273
524,6434820709,1645029205
525,6434816858,1645029057
526,6434816783,1645029057
527,6434816611,1645029046
528,6434815607,1645028995
529,6434825264,1645029387
530,6434825151,1645029382
531,6434824453,1645029362
532,6434824158,1645029345
533,6434824042,1645029311
534,6434823645,1645029331
535,6434823608,1645029320
536,6434822801,1645029288
537,6434822683,1645029289
538,6434834380,1645029744
539,6434831372,1645029626
540,6434830400,1645029588
541,6434830330,1645029589
542,6434830156,1645029573
543,6434845932,1645030184
544,6434843663,1645030117
545,6434842777,1645030072
546,6434842106,1645030056
547,6434841557,1645030024
548,6434841296,1645030024
549,6434840953,1645030009
550,6434840833,1645029998
551,6434840268,1645029981
552,6434851252,1645030422
553,6434850144,1645030381
554,6434849839,1645030360
555,6434849484,1645030350
556,6434848971,1645030334
557,6434859949,1645030774
558,6434859424,1645030748
559,6434859109,1645030737
560,6434871296,1645031183
561,6434873362,1645031272
562,6434871296,1645031183
563,6434879515,1645031498
564,6434878716,1645031467
565,6434878271,1645031443
566,6434888845,1645031857
567,6434888509,1645031845
568,6434885246,1645031697
569,6434920950,1645033119
570,6434913751,1645032840
571,6434911224,1645032740
572,6434920950,1645033119
573,6434917191,1645032964
574,6434929250,1645033441
575,6434927463,1645033367
576,6434927128,1645033357
577,6434925821,1645033311
578,6434924498,1645033253
579,6434923606,1645033224
580,6434935695,1645033700
581,6434932808,1645033585
582,6434931951,1645033538
583,6434944969,1645034072
584,6434943793,1645034025
585,6434943331,1645034010
586,6434941323,1645033926
587,6434941091,1645033906
588,6434939930,1645033869
589,6434939541,1645033842
590,6434939135,1645033835
591,6434938868,1645033824
592,6434938245,1645033803
593,6434950408,1645034288
594,6434948183,1645034196
595,6434958843,1645034625
596,6434955763,1645034507
597,6434971791,1645035145
598,6434963007,1645034782
599,6434962313,1645034764
600,6434961099,1645034713
601,6434960612,1645034694
602,6434972559,1645035164
603,6434972358,1645035164
604,6434972021,1645035158
605,6434971791,1645035145
606,6434969765,1645035065
607,6434969092,1645035024
608,6434967192,1645034951
609,6434981735,1645035542
610,6434981290,1645035522
611,6434981183,1645035521
612,6434979396,1645035442
613,6434979044,1645035432
614,6434977303,1645035367
615,6434974500,1645035256
616,6434985252,1645035670
617,6434984244,1645035641
618,6434995862,1645036121
619,6434994078,1645036028
620,6434992103,1645035965
621,6434991044,1645035915
622,6434990570,1645035899
623,6434989953,1645035867
624,6435003090,1645036422
625,6435001702,1645036359
626,6435001483,1645036353
627,6435001369,1645036348
628,6434999071,1645036246
629,6435010773,1645036741
630,6435008162,1645036633
631,6435007647,1645036598
632,6435007477,1645036603
633,6435007413,1645036601
634,6435006801,1645036560
635,6435006200,1645036545
636,6435013442,1645036850
637,6435012162,1645036798
638,6435011725,1645036780
639,6435022244,1645037228
640,6435021485,1645037187
641,6435021286,1645037178
642,6435021113,1645037181
643,6435018522,1645037063
644,6435018250,1645037058
645,6435017815,1645037037
646,6435025870,1645037384
647,6435024470,1645037311
648,6435039496,1645037963
649,6435033209,1645037690
650,6435032359,1645037657
651,6435032040,1645037626
652,6435030886,1645037597
653,6435030416,1645037575
654,6435039496,1645037963
655,6435038718,1645037932
656,6435043226,1645038124
657,6435059135,1645038813
658,6435056035,1645038678
659,6435056032,1645038672
660,6435055694,1645038662
661,6435054320,1645038596
662,6435052284,1645038517
663,6435051356,1645038460
664,6435051175,1645038470
665,6435050937,1645038455
666,6435050430,1645038436
667,6435060960,1645038890
668,6435059135,1645038813
669,6435058006,1645038751
670,6435459339,1645069159
671,6435457279,1645068983
672,6435457193,1645068972
673,6435456507,1645068911
674,6435453792,1645068682
675,6435453681,1645068677
676,6435453655,1645068672
677,6435453537,1645068652
678,6435453537,1645068652
679,6435452981,1645068610
680,6435452937,1645068604
681,6435452470,1645068558
682,6435452269,1645068553
683,6435460232,1645069231
684,6435460032,1645069221
685,6435459339,1645069159
686,6435457902,1645069029
687,6435457279,1645068983
688,6435457193,1645068972
689,6435456507,1645068911
690,6435466750,1645069800
691,6435466605,1645069774
692,6435466410,1645069764
693,6435465864,1645069717
694,6435464551,1645069593
695,6435462563,1645069423
696,6435462288,1645069407
697,6435460801,1645069267
698,6435460437,1645069241
699,6435460232,1645069231
700,6435466750,1645069800
701,6435466605,1645069774
702,6435466497,1645069764
703,6435466410,1645069764
704,6435465864,1645069717
705,6435465770,1645069713
706,6435465499,1645069681
707,6435465401,1645069676
708,6435464866,1645069624
709,6435475417,1645070530
710,6435474678,1645070473
711,6435474228,1645070426
712,6435470032,1645070080
713,6435469560,1645070039
714,6435478431,1645070768
715,6435478024,1645070748
716,6435477014,1645070670
717,6435475417,1645070530
718,6435474698,1645070469
719,6435474678,1645070473
720,6435474228,1645070426
721,6435484962,1645071337
722,6435484820,1645071317
723,6435484408,1645071280
724,6435483010,1645071166
725,6435482557,1645071141
726,6435481818,1645071074
727,6435481445,1645071047
728,6435479583,1645070882
729,6435479349,1645070866
730,6435478754,1645070815
731,6435478743,1645070800
732,6435478431,1645070768
733,6435486100,1645071431
734,6435485030,1645071338
735,6435484962,1645071337
736,6435484820,1645071317
737,6435484408,1645071280
738,6435483010,1645071166
739,6435482585,1645071130
740,6435482573,1645071140
741,6435482557,1645071141
742,6435482439,1645071120
743,6435482225,1645071110
744,6435492986,1645072006
745,6435490320,1645071792
746,6435487882,1645071571
747,6435487399,1645071549
748,6435486100,1645071431
749,6435497764,1645072398
750,6435493647,1645072062
751,6435492998,1645072010
752,6435492986,1645072006
753,6435490731,1645071824
754,6435502285,1645072761
755,6435501877,1645072729
756,6435499136,1645072507
757,6435497764,1645072398
758,6435495497,1645072217
759,6435504388,1645072936
760,6435502888,1645072808
761,6435502490,1645072782
762,6435502285,1645072761
763,6435501877,1645072729
764,6435501218,1645072672
765,6435499689,1645072548
766,6435499230,1645072512
767,6435499136,1645072507
768,6435507780,1645073217
769,6435504860,1645072963
770,6435504388,1645072936
771,6435503883,1645072890
772,6435503802,1645072886
773,6435513961,1645073718
774,6435513121,1645073651
775,6435509714,1645073372
776,6435509636,1645073366
777,6435507974,1645073226
778,6435515855,1645073874
779,6435513961,1645073718
780,6435513121,1645073651
781,6435512843,1645073625
782,6435512665,1645073605
783,6435512503,1645073594
784,6435512296,1645073583
785,6435512272,1645073568
786,6435512167,1645073569
787,6435523640,1645074510
788,6435522856,1645074438
789,6435518031,1645074019
790,6435517587,1645074015
791,6435516789,1645073947
792,6435516584,1645073930
793,6435526356,1645074723
794,6435525246,1645074634
795,6435523766,1645074479
796,6435523640,1645074510
797,6435523588,1645074500
798,6435523278,1645074454
799,6435522856,1645074438
800,6435522782,1645074438
801,6435521299,1645074303
802,6435521152,1645074293
803,6435530909,1645075090
804,6435529422,1645074956
805,6435528433,1645074888
806,6435528359,1645074873
807,6435527314,1645074789
808,6435526356,1645074723
809,6435525734,1645074655
810,6435525246,1645074634
811,6435524335,1645074562
812,6435524192,1645074546
813,6435524164,1645074542
814,6435524087,1645074541
815,6435535469,1645075457
816,6435533547,1645075302
817,6435532574,1645075199
818,6435530909,1645075090
819,6435530685,1645075069
820,6435529422,1645074956
821,6435529206,1645074919
822,6435528433,1645074888
823,6435528359,1645074873
824,6435527732,1645074831
825,6435536426,1645075524
826,6435535977,1645075493
827,6435535608,1645075463
828,6435535469,1645075457
829,6435533547,1645075302
830,6435532574,1645075199
831,6435532386,1645075203
832,6435531975,1645075158
833,6435531931,1645075157
834,6435531225,1645075116
835,6435542717,1645076027
836,6435539773,1645075799
837,6435539396,1645075773
838,6435537266,1645075602
839,6435537168,1645075592
840,6435536437,1645075520
841,6435536426,1645075524
842,6435535977,1645075493
843,6435535859,1645075478
844,6435535608,1645075463
845,6435535469,1645075457
846,6435547471,1645076411
847,6435544847,1645076198
848,6435542744,1645076037
849,6435542717,1645076027
850,6435542093,1645075985
851,6435541403,1645075928
852,6435539773,1645075799
853,6435539396,1645075773
854,6435548092,1645076467
855,6435547471,1645076411
856,6435544951,1645076208
857,6435544847,1645076198
858,6435544624,1645076183
859,6435553163,1645076865
860,6435553061,1645076860
861,6435552212,1645076783
862,6435552069,1645076756
863,6435550541,1645076654
864,6435549854,1645076607
865,6435549547,1645076565
866,6435548918,1645076528
867,6435548092,1645076467
868,6435547862,1645076446
869,6435556556,1645077120
870,6435553163,1645076865
871,6435553061,1645076860
872,6435552456,1645076809
873,6435552217,1645076788
874,6435552212,1645076783
875,6435552069,1645076756
876,6435558118,1645077243
877,6435556556,1645077120
878,6435556382,1645077119
879,6435556082,1645077093
880,6435554900,1645077005
881,6435564482,1645077734
882,6435563905,1645077709
883,6435563170,1645077657
884,6435562885,1645077626
885,6435561766,1645077543
886,6435559589,1645077372
887,6435559295,1645077341
888,6435558118,1645077243
889,6435568015,1645078035
890,6435566904,1645077941
891,6435565737,1645077849
892,6435564561,1645077761
893,6435564482,1645077734
894,6435563905,1645077709
895,6435563284,1645077652
896,6435563170,1645077657
897,6435562885,1645077626
898,6435562011,1645077554
899,6435561766,1645077543
900,6435572124,1645078361
901,6435568258,1645078056
902,6435568015,1645078035
903,6435566904,1645077941
904,6435566740,1645077932
905,6435566197,1645077895
906,6435565896,1645077864
907,6436612908,1645124403
908,6436612178,1645124368
909,6436611139,1645124308
910,6436610676,1645124297
911,6436610296,1645124278
912,6436608836,1645124221
913,6436608675,1645124217
914,6436608373,1645124195
915,6436608243,1645124179
916,6436608018,1645124180
917,6436607213,1645124144
918,6436619354,1645124691
919,6436617805,1645124614
920,6436616578,1645124566
921,6436616248,1645124554
922,6436615126,1645124506
923,6436614051,1645124450
924,6436613797,1645124443
925,6436632440,1645125293
926,6436625099,1645124957
927,6436624639,1645124937
928,6436624185,1645124893
929,6436622726,1645124842
930,6436622668,1645124826
931,6436622568,1645124843
932,6436621031,1645124770
933,6436620678,1645124754
934,6436620342,1645124733
935,6437204249,1645169261
936,6437201025,1645169048
937,6437199867,1645168960
938,6437199688,1645168955
939,6437198033,1645168825
940,6437197737,1645168815
941,6437197478,1645168784
942,6437197124,1645168775
943,6437210430,1645169707
944,6437204249,1645169261
945,6437203442,1645169214
946,6437203316,1645169213
947,6437214160,1645169949
948,6437212869,1645169871
949,6437212715,1645169866
950,6437212658,1645169851
951,6437212040,1645169819
952,6437211624,1645169773
953,6437211624,1645169773
954,6437211412,1645169768
955,6437210543,1645169711
956,6437210430,1645169707
957,6437209668,1645169654
958,6437208634,1645169581
959,6437207747,1645169515
960,6437214160,1645169949
961,6437213985,1645169949
962,6437212869,1645169871
963,6437212715,1645169866
964,6437212658,1645169851
965,6437212284,1645169835
966,6437212233,1645169826
967,6437212040,1645169819
968,6437224889,1645170669
969,6437223604,1645170596
970,6437222021,1645170488
971,6437218617,1645170239
972,6437228164,1645170897
973,6437226160,1645170756
974,6437224889,1645170669
975,6437223604,1645170596
976,6437222841,1645170539
977,6437235537,1645171388
978,6437235259,1645171362
979,6437234281,1645171300
980,6437234172,1645171295
981,6437232300,1645171170
982,6437231972,1645171145
983,6437229655,1645170973
984,6437229234,1645170968
985,6437228975,1645170943
986,6437228793,1645170938
987,6437228164,1645170897
988,6437227948,1645170875
989,6437238073,1645171538
990,6437237716,1645171512
991,6437235537,1645171388
992,6437235259,1645171362
993,6437235058,1645171351
994,6437234281,1645171300
995,6437234172,1645171295
996,6437233879,1645171271
997,6437233135,1645171222
998,6437244752,1645171988
999,6437241775,1645171782
1000,6437238728,1645171595
1001,6437238080,1645171549
1002,6437238073,1645171538
1003,6437237716,1645171512
1004,6437249603,1645172269
1005,6437246195,1645172081
1006,6437244752,1645171988
1007,6437243572,1645171910
1008,6437243525,1645171905
1009,6437243525,1645171905
1010,6437243323,1645171885
1011,6437243004,1645171854
1012,6437242489,1645171834
1013,6437251025,1645172382
1014,6437250621,1645172346
1015,6437249603,1645172269
1016,6437260655,1645172967
1017,6437259339,1645172904
1018,6437258122,1645172827
1019,6437254999,1645172631
1020,6437253646,1645172553
1021,6437253023,1645172511
1022,6437252776,1645172496
1023,6437266660,1645173350
1024,6437264811,1645173236
1025,6437263953,1645173183
1026,6437263507,1645173159
1027,6437263319,1645173138
1028,6437262693,1645173106
1029,6437262451,1645173091
1030,6437260655,1645172967
1031,6437260494,1645172972
1032,6437260494,1645172972
1033,6437260210,1645172961
1034,6437259339,1645172904
1035,6437272175,1645173681
1036,6437268996,1645173494
1037,6437267333,1645173391
1038,6437267253,1645173390
1039,6437266660,1645173350
1040,6437264811,1645173236
1041,6437264541,1645173220
1042,6437264363,1645173205
1043,6437263953,1645173183
1044,6437263507,1645173159
1045,6437263319,1645173138
1046,6437273049,1645173743
1047,6437272175,1645173681
1048,6437271104,1645173624
1049,6437270565,1645173578
1050,6437270547,1645173582
1051,6437270375,1645173573
1052,6437269973,1645173546
1053,6437269474,1645173520
1054,6437269032,1645173485
1055,6437268996,1645173494
1056,6437281507,1645174281
1057,6437281011,1645174250
1058,6437278112,1645174063
1059,6437276904,1645173981
1060,6437275825,1645173909
1061,6437275624,1645173908
1062,6437274503,1645173831
1063,6437273049,1645173743
1064,6437283911,1645174437
1065,6437283690,1645174416
1066,6437283294,1645174385
1067,6437282578,1645174343
1068,6437281507,1645174281
1069,6437281011,1645174250
1070,6437280905,1645174239
1071,6437279542,1645174152
1072,6437279344,1645174137
1073,6437278494,1645174074
1074,6437287901,1645174685
1075,6437285130,1645174514
1076,6437283911,1645174437
1077,6437283690,1645174416
1078,6437283294,1645174385
1079,6437292848,1645174990
1080,6437292716,1645174985
1081,6437292154,1645174945
1082,6437289948,1645174798
1083,6437289861,1645174800
1084,6437289519,1645174778
1085,6437289167,1645174763
1086,6437288525,1645174721
1087,6437288323,1645174701
1088,6437287901,1645174685
1089,6437297659,1645175281
1090,6437297418,1645175271
1091,6437296673,1645175212
1092,6437294051,1645175068
1093,6437293439,1645175005
1094,6437293406,1645175027
1095,6437293349,1645175011
1096,6437292848,1645174990
1097,6437292716,1645174985
1098,6437305189,1645175740
1099,6437305077,1645175714
1100,6437303433,1645175636
1101,6437300628,1645175451
1102,6437299702,1645175405
1103,6437299432,1645175379
1104,6437298527,1645175337
1105,6437297736,1645175291
1106,6437297659,1645175281
1107,6437297418,1645175271
1108,6437313092,1645176207
1109,6437311391,1645176103
1110,6437308733,1645175947
1111,6437305327,1645175735
1112,6437305189,1645175740
1113,6437305077,1645175714
1114,6437304507,1645175699
1115,6437303907,1645175663
1116,6437303433,1645175636
1117,6437302167,1645175548
1118,6437315431,1645176357
1119,6437313092,1645176207
1120,6437312175,1645176155
1121,6437311966,1645176144
1122,6437311534,1645176124
1123,6437311391,1645176103
1124,6437310773,1645176072
1125,6437310438,1645176036
1126,6437309322,1645175984
1127,6437308733,1645175947
1128,6437308091,1645175906
1129,6437307830,1645175901
1130,6437307138,1645175854
1131,6437306684,1645175833
1132,6437316765,1645176434
1133,6437316421,1645176414
1134,6437315775,1645176378
1135,6437315431,1645176357
1136,6437314715,1645176310
1137,6437314021,1645176264
1138,6437313092,1645176207
1139,6437312715,1645176190
1140,6437312175,1645176155
1141,6437312165,1645176154
1142,6437312049,1645176151
1143,6437311966,1645176144
1144,6437311768,1645176134
1145,6437322338,1645176771
1146,6437320378,1645176631
1147,6437320334,1645176646
1148,6437320077,1645176625
1149,6437319576,1645176594
1150,6437317636,1645176485
1151,6437317503,1645176476
